index,ID,text
147,1458640752687427587,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
148,1458635072437952513,RT @iellakuria: Ya era hora. La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados  https://t.co/…
149,1458634810340093957,"RT @Deselectrocuta1: Esperando 2 cosas:
1) Qué dice Casado al respecto.
2) Cuánta corrupción del PP esconde esto.

La Comisión Europea obli…"
150,1458633553890140172,RT @FAndradeRoa: Le presentamos formalmente a la comisión de observadores internacionales de la Unión Europea una denuncia formal contra el…
151,1458633335757058054,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
152,1458632919577247745,RT @elmundoes: La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados https://t.co/66rScDIdFj
153,1458632851797258243,RT @FAndradeRoa: Le presentamos formalmente a la comisión de observadores internacionales de la Unión Europea una denuncia formal contra el…
154,1458632113004105732,RT @elmundoes: La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados https://t.co/66rScDIdFj
155,1458631967734480900,RT @elmundoes: La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados https://t.co/66rScDIdFj
156,1458631681259180037,"RT @salvadostv: Este viernes acaba la #COP26... con cierto pesimismo: ""No estamos ni cerca de los objetivos""
📰 https://t.co/giRITe6sUg http…"
157,1458630908135755776,"RT @Deselectrocuta1: Esperando 2 cosas:
1) Qué dice Casado al respecto.
2) Cuánta corrupción del PP esconde esto.

La Comisión Europea obli…"
158,1458630743488348174,Le presentamos formalmente a la comisión de observadores internacionales de la Unión Europea una denuncia formal co… https://t.co/EXwSsishOE
159,1458629851485806596,"RT @salvadostv: Este viernes acaba la #COP26... con cierto pesimismo: ""No estamos ni cerca de los objetivos""
📰 https://t.co/giRITe6sUg http…"
160,1458629218691125248,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
161,1458628156659806214,RT @elmundoes: La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados https://t.co/66rScDIdFj
162,1458628143993044995,RT @A_Alarcos: Eurodiputado rumano muestra el acceso que han tenido a los contratos en relación a las vacunas contra COVID19 firmados entre…
163,1458627329337479173,RT @sanchezcastejon: Avanzamos y marcamos un nuevo hito: somos el primer país en acordar con la @EU_Commission las Disposiciones Operativas…
164,1458626780986855429,RT @elmundoes: La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados https://t.co/66rScDIdFj
165,1458626352433614848,La Comisión Europea investigará la gestión de Oltra por los casos de abusos a menores tutelados https://t.co/66rScDIdFj
166,1458625811540545537,@lakebbel @izkia @Radexfierrooban @danieljadue @saludconlupa @epistemonikos Y lo avalan dos cuentas de twitter. Tot… https://t.co/Z1jZVW3PFK
167,1458623830902165505,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
168,1458622869722783749,El Tribunal General de la UE discriminó que la Comisión Europea tenía razón al multar a Google por infracción en la… https://t.co/f5aFYvyEz0
169,"1,45862E+18","RT @Deselectrocuta1: Esperando 2 cosas:
1) Qué dice Casado al respecto.
2) Cuánta corrupción del PP esconde esto.

La Comisión Europea obli…"
170,1458620880326733829,"RT @salvadostv: Este viernes acaba la #COP26... con cierto pesimismo: ""No estamos ni cerca de los objetivos""
📰 https://t.co/giRITe6sUg http…"
171,1458620676965912578,"Esperando 2 cosas:
1) Qué dice Casado al respecto.
2) Cuánta corrupción del PP esconde esto.

La Comisión Europea o… https://t.co/viiL9GDukm"
172,1458617448228339714,La Comisión Europea investigará a Oltra por los casos de abusos a menores https://t.co/BJNaFKj00k
173,1458617158301331457,RT @mjmonteroc: Hoy damos un paso clave para recibir los fondos europeos al firmar con el comisario @PaoloGentiloni el acuerdo sobre las Di…
174,1458616120609583116,RT @NetNezva: noticia fresquita: el Tribunal General de la Unión Europea dictó sentencia hoy en uno de los casos de Google/Alphabet por abu…
175,1458614294631919624,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
176,1458613166674300928,RT @IngPazos: El Tribunal General de la Unión Europea (TUE) confirma este miércoles la multa de 2.420 millones de euros impuesta por la Com…
177,1458612904081739780,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
178,1458612871395479558,"RT @salvadostv: Este viernes acaba la #COP26... con cierto pesimismo: ""No estamos ni cerca de los objetivos""
📰 https://t.co/giRITe6sUg http…"
179,1458612149350289408,El Tribunal General de la Unión Europea (TGUE) confirmó este miércoles la multa de 2.424 millones de euros que la C… https://t.co/uEpcMcl6Ax
180,1458610511893905410,"RT @salvadostv: Este viernes acaba la #COP26... con cierto pesimismo: ""No estamos ni cerca de los objetivos""
📰 https://t.co/giRITe6sUg http…"
181,1458609970237296650,"RT @dw_espanol: Sanciones contra Bielorrusia

La presidenta de la Comisión Europea, Ursula von der Leyen, anunció desde la Casa Blanca, don…"
182,1458609165660737536,"RT @ymouled: Desde hace semanas, la Comisión Europea confronta a Polonia, sacando pecho, por la defensa de lo más fundamental para Europa:…"
183,1458608950610386948,RT @carlossegovia_: Por fin publica el Gobierno el contrato con la Comisión Europea para publicar los fondos europeos. Lo hace sin haber in…
184,1458606715641995265,"RT @OMC_Espana: La calidad del aire en España ""sigue siendo un motivo de preocupación"", según la Comisión Europea  https://t.co/Ae3Ehg2F3S…"
185,1458606636659097601,"RT @infopublicave: 📢La presidenta de la Comisión Europea, Ursula Von der Leyen, afirmó que la 🇪🇺#UE impondrá nuevas sanciones contra indivi…"
186,1458606538059362307,RT @sanchezcastejon: Avanzamos y marcamos un nuevo hito: somos el primer país en acordar con la @EU_Commission las Disposiciones Operativas…
